Structure du canal;Emplacement;Section du canal;Type de bassin;Point Début;_coordonnées du point début_latitude;_coordonnées du point début_longitude;kdt;Point final;_coordonnées du point final_latitude;_coordonnées du point final_longitude
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3933698;15,3385055;"-4.3933694 15.3384984 306.70001220703125 2.557;-4.3933448 15.3385163 306.70001220703125 1.925;-4.3933747 15.3385386 306.70001220703125 2.0;-4.3933627 15.3385805 306.70001220703125 2.016;-4.3933432 15.3386073 306.70001220703125 1.883;-4.3933393 15.3386355 306.70001220703125 1.75;-4.3933431 15.3386634 306.70001220703125 1.7;-4.3933467 15.3386908 306.70001220703125 1.65;-4.3933509 15.3387117 306.70001220703125 1.633;-4.3933659 15.3387612 306.70001220703125 1.633;-4.3933831 15.3387893 306.70001220703125 1.583;-4.3934034 15.3388339 306.70001220703125 1.5;-4.3934123 15.338854 306.70001220703125 1.5;-4.3934214 15.3388994 306.70001220703125 1.5;-4.3934253 15.3389288 306.70001220703125 1.55;-4.3934275 15.3389527 306.70001220703125 1.616;-4.3934424 15.3389818 306.70001220703125 1.566;-4.3934514 15.3390122 306.70001220703125 1.466;-4.3934711 15.3390693 306.70001220703125 1.466;-4.3934725 15.3390918 306.70001220703125 1.466;-4.3934717 15.3391155 307.5 1.55;-4.393473 15.3391383 307.9 1.6;-4.3934833 15.3391617 308.5 1.6;-4.3934896 15.3391905 309.2 1.6;-4.3934926 15.3392143 309.5 1.55;-4.3934913 15.3392653 310.09999999999997 1.616;-4.3934915 15.33928 309.59999999999997 1.6;-4.3934973 15.3393112 309.29999999999995 1.6;-4.3935087 15.3393346 309.0 1.6;-4.3935162 15.3393595 308.7 1.6;-4.3935405 15.3393962 308.29999999999995 1.6;-4.3935577 15.3394415 309.0 1.516;-4.3935677 15.3394631 309.5 1.583;-4.3935783 15.3394853 309.79999999999995 1.666;-4.3935874 15.3395098 310.2 1.7;-4.3935962 15.3395364 310.29999999999995 1.7;-4.3936008 15.3395596 310.5 1.7;-4.3936006 15.3395885 310.5 1.633;-4.3936012 15.3396126 310.59999999999997 1.533;-4.3936035 15.3396332 310.79999999999995 1.5;-4.3936049 15.3396636 311.09999999999997 1.5;-4.3936101 15.3396889 311.09999999999997 1.5;-4.3936154 15.3397215 311.0 1.5;-4.3936258 15.3397582 310.79999999999995 1.466;-4.3936331 15.3397908 310.4 1.416;-4.3936349 15.339811 309.79999999999995 1.366";aval;-4,3936527;15,3398224
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3931801;15,3384616;"-4.3931339 15.3384376 307.20001220703125 5.387;-4.3931596 15.3384566 307.20001220703125 2.416;-4.3931612 15.3384889 307.20001220703125 2.316;-4.3931342 15.3385315 307.20001220703125 2.1;-4.393127 15.3385594 307.20001220703125 2.0;-4.3931318 15.3385879 307.20001220703125 1.933;-4.3931336 15.3386132 307.20001220703125 1.933;-4.39314 15.3386363 307.20001220703125 1.933;-4.3931435 15.3386578 300.4 1.883";aval;-4,3931503;15,3386818
Non maconné;Surface ouvert;Rectangulaire;;amont;-4,3941603;15,3384751;"-4.3941737 15.3384306 307.20001220703125 1.98;-4.3941499 15.33842 307.20001220703125 1.5;-4.3941187 15.338437 307.20001220703125 1.483;-4.3941116 15.3384383 305.09999999999997 1.442;-4.3941117 15.3384383 305.09999999999997 1.566;-4.394037 15.3384359 307.0 2.08;-4.3940263 15.3384289 307.0 1.616;-4.3940187 15.3384401 305.9 1.533;-4.3940117 15.3384386 305.5 1.55;-4.3939702 15.3384484 304.79999999999995 1.583;-4.3939355 15.3384607 304.59999999999997 1.5";aval;-4,3939181;15,3384782
Non maconné;Surface ouvert;Rectangulaire;;aval;-4,39415;15,3384258;"-4.3941158 15.3384382 304.59999999999997 3.72;-4.3941828 15.3384365 304.9 1.7";amont;-4,394406;15,3383585
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3932012;15,3386781;"-4.3931924 15.3387206 309.70001220703125 1.7;-4.3931988 15.3387525 309.70001220703125 2.116;-4.3931758 15.3387505 309.70001220703125 2.066;-4.3931452 15.3387492 309.70001220703125 1.816";aval;-4,393125;15,33872
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3931623;15,3388331;"-4.393137 15.3388138 307.20001220703125 3.15;-4.3931617 15.3387844 307.20001220703125 3.266;-4.3931618 15.3387688 307.20001220703125 2.885;-4.3931492 15.3387539 307.20001220703125 2.35;-4.3931366 15.3387355 307.20001220703125 2.283;-4.3931401 15.3387063 307.20001220703125 2.166;-4.3931451 15.3386797 307.20001220703125 1.983";aval;-4,3931459;15,3386549
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3930768;15,3385534;"-4.3931289 15.3387221 307.20001220703125 3.737;-4.3931187 15.3387225 307.20001220703125 2.0;-4.3931013 15.3387236 307.20001220703125 1.9;-4.3930749 15.3387301 307.20001220703125 1.85;-4.3930433 15.3387203 307.20001220703125 1.883;-4.3930169 15.338727 307.20001220703125 1.95;-4.3929933 15.338725 307.20001220703125 2.066;-4.3929537 15.3387123 307.20001220703125 2.066;-4.3929345 15.3387428 307.20001220703125 1.683;-4.3929253 15.3387517 307.20001220703125 1.616;-4.392892 15.3387641 307.20001220703125 1.433;-4.3928865 15.3387599 307.20001220703125 1.35";aval;-4,3928817;15,3387533
Non maconné;Surface ouvert;Rectangulaire;;amont;-4,3932313;15,3391641;"-4.3932199 15.3391217 307.20001220703125 3.26;-4.3932186 15.3390981 307.20001220703125 2.18;-4.3932252 15.3391413 307.20001220703125 1.883;-4.3932439 15.3391673 307.20001220703125 1.833;-4.3932595 15.3392023 307.20001220703125 1.75;-4.3932755 15.3392375 307.20001220703125 1.683;-4.3932927 15.3392631 307.20001220703125 1.666;-4.3932995 15.3392883 307.20001220703125 1.683;-4.3932983 15.3393166 307.20001220703125 1.7;-4.393323 15.339377 307.20001220703125 1.6;-4.3933402 15.339417 307.20001220703125 1.766";aval;-4,39334;15,3394167
Maconné;Surface recouvert;Rectangulaire;;amont;-4,393322;15,3394481;"-4.3932355 15.3394317 306.3000183105469 3.56;-4.3932546 15.3394423 306.3000183105469 2.3;-4.3932873 15.3394471 306.3000183105469 2.12;-4.3932973 15.3394616 306.3000183105469 2.116;-4.3932729 15.3394817 306.3000183105469 2.3;-4.393233 15.3394903 306.3000183105469 2.483;-4.393202 15.3394945 306.3000183105469 2.566;-4.3931842 15.3394782 306.3000183105469 2.666";aval;-4,3932148;15,3395108
Maconné;Surface ouvert;Rectangulaire;;amont;;;"-4.3849821 15.3568328 286.0 3.989;-4.3847384 15.3577295 284.8000183105469 3.615;-4.3846862 15.3578647 283.6000061035156 4.04;-4.384681 15.3580219 285.20001220703125 3.8;-4.3846581 15.3582253 284.4000244140625 3.731;-4.3846394 15.3583537 284.4000244140625 5.345;-4.3846588 15.3584549 283.6000061035156 3.662;-4.3846859 15.3585974 284.20001220703125 3.664;-4.384687 15.358673 284.20001220703125 3.791;-4.3846816 15.3587801 284.20001220703125 3.588;-4.3847156 15.3588878 284.20001220703125 4.466;-4.3846385 15.3590413 283.6000061035156 3.61;-4.38465 15.3590883 284.20001220703125 1.35";aval;;
Maconné;Surface recouvert;Rectangulaire;;amont;;;"-4.3846692 15.3590497 284.1000061035156 2.1;-4.3851026 15.3597266 280.3000183105469 21.635;-4.3850719 15.3597658 280.3000183105469 26.015;-4.385012 15.3599113 283.8000183105469 6.333;-4.3850205 15.3600432 284.1000061035156 3.264;-4.3850436 15.3601121 284.1000061035156 3.57;-4.3850865 15.3601939 284.1000061035156 3.459;-4.3851078 15.3602499 284.20001220703125 4.843";aval;;
Maconné;Surface ouvert;Rectangulaire;;amont;;;"-4.3850041 15.3592317 284.20001220703125 4.4;-4.3851443 15.3592213 284.20001220703125 4.237;-4.3852231 15.3591641 284.20001220703125 7.172;-4.385313 15.3590856 284.20001220703125 3.622;-4.3853907 15.3590546 284.20001220703125 3.699;-4.3855445 15.3590511 284.20001220703125 3.676;-4.3856531 15.3589978 284.3000183105469 3.519;-4.3857691 15.3589455 284.3000183105469 3.604;-4.3858394 15.3589348 284.3000183105469 3.291;-4.38593 15.3589158 284.3000183105469 3.619;-4.385947 15.3589107 284.3000183105469 3.564;-4.3860264 15.3588642 284.70001220703125 3.888;-4.3862546 15.3588035 284.70001220703125 3.565;-4.3863771 15.3587525 284.70001220703125 3.492;-4.3864895 15.3587125 284.70001220703125 3.54;-4.3865638 15.3586927 284.70001220703125 3.402;-4.3851443 15.3592213 284.20001220703125 4.237;-4.3868841 15.3585866 284.0 3.501;-4.3868995 15.3585426 284.0 4.344;-4.3869558 15.3585177 284.0 3.679";aval;;
Maconné;Surface ouvert;Rectangulaire;;aval;;;"-4.3858343 15.3588882 284.3000183105469 211.779;-4.3858122 15.3587888 284.3000183105469 4.694;-4.3857796 15.3586875 284.3000183105469 4.495;-4.3857966 15.3585612 284.3000183105469 3.629;-4.3857788 15.3583751 283.70001220703125 3.551;-4.3857588 15.3580083 284.4000244140625 56.1;-4.3858532 15.3581335 284.5 10.407;-4.3859006 15.3579393 284.5 5.217;-4.3858288 15.3576773 285.4000244140625 5.723;-4.3859769 15.3573996 285.4000244140625 3.681;-4.386012 15.3573472 285.1000061035156 3.54;-4.3860813 15.357214 285.1000061035156 3.964";amont;;
Maconné;Surface ouvert;Rectangulaire;;amont;-4,390469;15,3452168;"-4.3904457 15.3453028 304.3000183105469 3.692;-4.3903971 15.3457692 304.3000183105469 7.954;-4.3903682 15.3463009 304.3000183105469 4.683;-4.3902837 15.3468473 304.3000183105469 2.162";aval;-4,3903159;15,3468393
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3905033;15,3456397;"-4.3907857 15.3454239 303.3000183105469 4.131;-4.3907773 15.3458046 303.3000183105469 4.433;-4.3907326 15.346879 301.4000244140625 2.507";aval;-4,3907236;15,3468869
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3902553;15,3469343;"-4.3901593 15.3469103 301.9000244140625 2.957;-4.390722 15.3469057 301.9000244140625 1.468;-4.3912975 15.3469417 301.9000244140625 1.935;-4.3914191 15.3469522 301.9000244140625 1.517;-4.391274 15.3469969 301.9000244140625 1.69";amont;-4,3915128;15,3463238
;;;;;;;;;;
Maconné;Surface recouvert;Rectangulaire;;amont;-4,3917266;15,3461226;"-4.391703 15.3460888 301.4000244140625 2.408;-4.3915445 15.3462304 301.4000244140625 1.396;-4.3915143 15.3464071 301.4000244140625 1.402";aval;-4,391419;15,3469321
;;;;;;;;;;
Maconné;Surface recouvert;Rectangulaire;;amont;-4,3913917;15,347325;"-4.3913781 15.3473505 301.4000244140625 1.793;-4.3913281 15.3480124 307.441 1.322";aval;-4,3913383;15,3480329
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3934077;15,3395717;"-4.3933779 15.3395885 306.3000183105469 2.22;-4.3933707 15.3395844 306.3000183105469 2.52;-4.3933797 15.3396112 306.3000183105469 2.45;-4.3933992 15.3396268 306.3000183105469 2.3;-4.3934074 15.3396523 306.3000183105469 2.15;-4.3934074 15.339682 306.3000183105469 2.016;-4.3934105 15.3397095 306.3000183105469 1.916;-4.3934098 15.3397352 306.3000183105469 1.816;-4.3934131 15.3397629 306.3000183105469 1.75;-4.39341 15.3397884 306.3000183105469 1.766;-4.393401 15.3398099 306.3000183105469 1.716";aval;-4,3933966;15,3398128
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3961145;15,3540736;"-4.3961061 15.3540384 297.532 10.922;-4.3961274 15.3540554 300.72 7.637;-4.3960854 15.3540598 299.57 7.332;-4.3960422 15.354104 291.196 7.2;-4.3959576 15.354109 297.91 7.344;-4.3959305 15.3540947 298.281 7.11;-4.3958454 15.3541212 296.288 8.452;-4.3958271 15.3541164 292.865 7.917;-4.3957851 15.3540989 292.494 6.7;-4.3957376 15.3540988 287.407 6.735;-4.3957126 15.3540933 287.545 7.503;-4.3956529 15.3540947 290.72 8.307;-4.395651 15.3541026 289.386 8.538;-4.395612 15.3540868 285.973 9.19;-4.3955286 15.3540677 298.719 8.381;-4.3954738 15.3540409 295.874 9.882;-4.3954628 15.3540163 292.95 9.225;-4.3954156 15.3540184 287.93 8.091;-4.3953651 15.3539865 293.29 8.857;-4.3953324 15.3540093 294.226 7.108;-4.3952702 15.3540123 289.629 8.788;-4.3952357 15.3539901 290.739 7.92;-4.3951699 15.3539869 295.281 7.917;-4.3951345 15.3539789 296.815 7.44;-4.3950635 15.3539818 297.861 6.507;-4.3950059 15.3539797 296.788 6.903;-4.3950065 15.3539754 296.661 7.047;-4.3949598 15.3539648 294.899 6.803;-4.3949101 15.3539768 294.324 7.107;-4.3948564 15.3539621 290.819 7.216;-4.3947951 15.3540173 298.226 8.006;-4.3947258 15.3539879 297.257 6.999;-4.3947173 15.3539879 297.185 6.946;-4.3946602 15.3539694 296.596 7.029;-4.3946239 15.353963 298.723 7.586;-4.3945713 15.3539407 296.456 8.353;-4.3945517 15.3539133 294.501 8.704;-4.394494 15.3539014 291.614 8.823;-4.3944773 15.353924 295.355 8.34;-4.394442 15.3539203 297.485 13.173;-4.3943817 15.3539096 295.944 8.191;-4.3943511 15.3538948 296.471 8.711;-4.3942898 15.3539128 294.82 12.406;-4.3942374 15.3538357 305.284 12.927;-4.3942122 15.3538602 302.988 15.372;-4.3941459 15.3538771 293.736 8.808;-4.3940941 15.3538616 290.679 7.697;-4.3940694 15.3538947 289.419 8.88;-4.3940711 15.3538972 282.656 9.09;-4.3940368 15.3538781 285.729 9.702;-4.3939416 15.3538953 303.944 8.443;-4.3939189 15.3538977 305.727 8.064;-4.393866 15.3538624 304.309 7.108;-4.3938213 15.3538417 301.22 6.971;-4.3937797 15.3538437 298.754 8.147;-4.3937448 15.353807 300.63 7.791;-4.3936865 15.3538124 303.38 8.071;-4.3936458 15.3538085 298.038 10.855;-4.3935908 15.3537964 294.225 10.105;-4.3935301 15.3537873 291.429 8.119;-4.3935294 15.3537646 297.924 11.301;-4.3935106 15.353817 304.605 9.359;-4.39351 15.3538238 305.261 11.684;-4.3935025 15.3538254 303.164 12.159;-4.3935019 15.3538078 302.663 11.74;-4.3935042 15.3538064 304.31 11.332;-4.3935147 15.3538059 306.824 9.993;-4.3935272 15.3537853 306.734 9.81;-4.3935339 15.353767 306.781 9.387;-4.3935186 15.3537713 304.874 11.112;-4.3935174 15.3537781 302.952 10.902;-4.393532 15.3537625 299.52 11.279;-4.3935365 15.3537615 299.047 10.757;-4.3935271 15.3537808 300.666 9.92;-4.3935215 15.3538011 303.843 9.665;-4.3935187 15.3538054 304.342 9.303;-4.393515 15.3538116 306.586 9.179;-4.393508 15.3538273 308.112 8.813;-4.3935055 15.3538307 308.623 8.041;-4.393503 15.3538409 309.486 8.126;-4.3935048 15.353842 308.902 8.369;-4.3935016 15.3538367 308.637 8.838;-4.3935044 15.3538333 301.867 9.448;-4.393511 15.3538057 296.845 8.983";amont;-4,3933895;15,3537775
;;;;;;;;;;
Maconné;Surface ouvert;Rectangulaire;;amont;-4,39126;15,3602045;"-4.3912363 15.3602031 281.9000244140625 3.286;-4.3913359 15.3602823 281.9000244140625 2.15;-4.3914223 15.3604291 281.9000244140625 2.733;-4.3914622 15.3605797 297.9000244140625 2.613;-4.3915483 15.3607638 297.9000244140625 1.7";aval;-4,3916247;15,3610268
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3916717;15,3610762;"-4.3916742 15.3610167 297.9000244140625 2.05;-4.3916872 15.3611464 297.9000244140625 1.65;-4.3917695 15.3612945 297.9000244140625 3.913;-4.3918526 15.3615233 297.9000244140625 2.483;-4.3919334 15.3617845 297.9000244140625 2.733;-4.3919415 15.3618516 297.9000244140625 1.7;-4.392058 15.3620804 297.9000244140625 2.2;-4.3921191 15.3622398 297.9000244140625 1.8;-4.3921212 15.3623132 297.9000244140625 4.601;-4.3923179 15.3626841 293.8000183105469 2.269";aval;-4,39245;15,36306
Non maconné;;;;amont;-4,3924152;15,3630623;"-4.3924329 15.3630534 297.9000244140625 1.7;-4.3924668 15.3631313 297.9000244140625 1.65;-4.3926357 15.3635097 297.9000244140625 2.0;-4.3927278 15.3638135 279.70001220703125 2.77;-4.3927508 15.363921 279.70001220703125 2.69;-4.392789 15.3640152 279.70001220703125 5.375";aval;-4,3928454;15,3640901
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3914061;15,3578306;"-4.3913518 15.3578152 284.0 3.577;-4.3914106 15.3580844 283.9000244140625 2.189;-4.391423 15.3582281 283.9000244140625 2.3;-4.3914361 15.3582545 284.0 2.3;-4.3914358 15.358257 283.9000244140625 4.728;-4.3915229 15.3584991 283.70001220703125 1.9;-4.3915597 15.3586159 284.0 2.791";aval;-4,3916319;15,3586333
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3916681;15,3586877;"-4.3916867 15.3587033 283.9000244140625 37.277;-4.3917108 15.3587784 283.9000244140625 1.9;-4.3917288 15.3588811 283.70001220703125 1.8;-4.3917533 15.3588967 283.6000061035156 5.211;-4.3917418 15.3589395 283.70001220703125 1.7;-4.3918111 15.3590146 283.4000244140625 22.349;-4.3918786 15.3592286 283.4000244140625 39.917;-4.3918711 15.3593366 283.1000061035156 20.18;-4.3919117 15.35947 283.1000061035156 5.027;-4.3918616 15.3593114 283.1000061035156 2.771;-4.3919467 15.3596517 283.1000061035156 6.912;-4.3920045 15.3597235 283.3000183105469 2.043;-4.391999 15.3597462 283.1000061035156 1.7;-4.3919936 15.3597629 283.3000183105469 1.8;-4.3919918 15.3597619 283.3000183105469 1.8;-4.3919917 15.3597617 283.1000061035156 2.113;-4.3918631 15.3597995 283.3000183105469 1.8;-4.3917974 15.3598008 283.3000183105469 2.667;-4.3917908 15.359819 283.3000183105469 1.85;-4.3917065 15.3598314 283.3000183105469 214.788;-4.3916164 15.3598714 283.3000183105469 1.9;-4.3915918 15.359878 283.3000183105469 2.0;-4.3915892 15.3598781 283.3000183105469 3.961;-4.3915372 15.3599123 282.9000244140625 2.381;-4.3914211 15.3600127 281.9000244140625 1.902";aval;-4,3912934;15,3600065
;;;Stockage temporaire;;;;;;;
Maconné;Surface ouvert;Rectangulaire;;amont;-4,392024;15,3598212;"-4.39199 15.3598376 283.3000183105469 2.0;-4.3920153 15.3598657 283.3000183105469 4.449;-4.3920662 15.360059 283.3000183105469 1.726;-4.3921417 15.3601997 283.3000183105469 126.183;-4.3921517 15.3602357 283.3000183105469 3.795;-4.392132 15.360277 283.3000183105469 1.65;-4.3921768 15.360434 283.3000183105469 2.898;-4.392231 15.3605728 283.3000183105469 1.7;-4.392279 15.3607078 283.3000183105469 1.75;-4.3923245 15.3608059 283.3000183105469 2.298;-4.3920221 15.359822 283.3000183105469 3.529;-4.3924332 15.3611058 283.3000183105469 2.1;-4.3924772 15.3612763 283.3000183105469 2.482;-4.3924779 15.3613163 283.3000183105469 1.7;-4.3925045 15.3613984 283.3000183105469 1.6;-4.3925042 15.3613932 283.3000183105469 10.081;-4.3924946 15.3614024 283.3000183105469 1.8;-4.392493 15.3614034 283.3000183105469 4.456;-4.3923796 15.3615035 283.3000183105469 2.954;-4.3922974 15.3615322 283.3000183105469 1.7;-4.3922095 15.3615595 283.3000183105469 2.411;-4.3921686 15.3615615 283.3000183105469 1.65;-4.3920214 15.3616176 283.3000183105469 1.85;-4.3920193 15.3616304 283.3000183105469 1.7";aval;-4,3920051;15,3616119
Maconné;Surface ouvert;Rectangulaire;;aval;-4,3919071;15,359667;"-4.3918894 15.3595647 283.1000061035156 4.009;-4.3919425 15.3594284 283.1000061035156 4.228;-4.3919498 15.3593873 283.1000061035156 5.324;-4.3919507 15.3593535 283.1000061035156 1.6;-4.3919475 15.3593307 283.1000061035156 1.5;-4.3919623 15.3592237 283.4000244140625 133.992;-4.3919543 15.3591647 283.6000061035156 5.152;-4.3919094 15.3590056 283.6000061035156 2.734;-4.3919337 15.3588517 283.6000061035156 2.301;-4.3919577 15.3587722 283.6000061035156 1.6;-4.3919793 15.3585875 284.0 2.63;-4.3919432 15.3583747 284.9000244140625 3.914;-4.3919618 15.3582899 283.6000061035156 5.052;-4.3920021 15.358245 283.6000061035156 1.6;-4.3920017 15.3580516 284.9000244140625 2.398;-4.3919703 15.3578568 283.6000061035156 2.071;-4.3919218 15.3577735 284.20001220703125 1.83";amont;-4,3919002;15,3577644
Maconné;Surface recouvert;Rectangulaire;;amont;-4,393998;15,3570383;"-4.3940041 15.3570354 286.1000061035156 11.77;-4.393987 15.3570229 285.6000061035156 149.532;-4.393881 15.357052 285.6000061035156 1.55;-4.3937125 15.3570924 285.6000061035156 1.7;-4.3937008 15.3570673 285.6000061035156 146.486;-4.3936985 15.3570717 285.6000061035156 221.286;-4.3935383 15.3571345 285.5 1.7;-4.3934569 15.357196 284.70001220703125 4.471;-4.393374 15.3572263 284.70001220703125 1.7;-4.3932662 15.3572732 284.8000183105469 3.117;-4.3932138 15.3573028 284.8000183105469 5.397;-4.3930578 15.3573232 284.70001220703125 3.961;-4.3930283 15.3573119 284.4000244140625 5.2;-4.3929561 15.3573473 284.20001220703125 141.216;-4.3929188 15.3573739 284.4000244140625 5.174;-4.3928181 15.3574372 284.4000244140625 3.889;-4.3927022 15.3574894 284.4000244140625 1.7;-4.3925485 15.3575595 284.20001220703125 1.7;-4.3925051 15.3575705 284.20001220703125 130.37;-4.3922845 15.3576137 284.20001220703125 5.001;-4.392121 15.3576874 284.4000244140625 4.702;-4.3919858 15.3577658 284.3000183105469 2.194;-4.3917922 15.3578237 284.1000061035156 2.015;-4.3917247 15.3578265 283.9000244140625 4.522;-4.3916047 15.357898 283.9000244140625 165.32;-4.3915219 15.3579122 283.9000244140625 2.465;-4.3913689 15.3579671 283.9000244140625 1.738;-4.3912484 15.3580148 287.0 4.96;-4.3911197 15.3580384 283.9000244140625 2.404;-4.3911142 15.3580417 287.0 3.997;-4.3910858 15.3580653 287.0 3.958;-4.3909374 15.3581577 283.9000244140625 3.954;-4.390776 15.3582403 283.9000244140625 4.503;-4.3906166 15.3582283 283.9000244140625 193.213";aval;-4,3906083;15,358265
Maconné;Surface recouvert;Rectangulaire;;aval;-4,3914957;15,3480683;"-4.3913567 15.3480383 299.70001220703125 1.45;-4.39147 15.3480333 299.70001220703125 2.1;-4.391705 15.3480233 299.70001220703125 123.94;-4.391965 15.3480967 299.70001220703125 2.2;-4.3922275 15.3481611 299.70001220703125 15.448;-4.3925866 15.3481382 299.70001220703125 2.6;-4.3935378 15.3482512 299.70001220703125 1.8;-4.3935225 15.348388 299.70001220703125 3.369;-4.3934857 15.3486739 299.70001220703125 5.474;-4.3935068 15.3490503 301.9000244140625 5.8;-4.3933727 15.3498966 301.9000244140625 3.061;-4.3933117 15.35036 301.9000244140625 3.7;-4.3933821 15.3501238 301.9000244140625 3.482;-4.3932641 15.3513506 298.1000061035156 11.996;-4.3932456 15.351528 297.5 8.462;-4.3931797 15.3519204 297.5 5.14;-4.3931526 15.3522887 297.4000244140625 159.778;-4.3931133 15.35257 297.5 6.258;-4.3931013 15.3526485 297.4000244140625 3.161;-4.3930683 15.35268 297.4000244140625 1.596;-4.3930393 15.3527471 297.4000244140625 3.06;-4.3926505 15.352735 298.1000061035156 1.35;-4.3923334 15.3527153 298.1000061035156 3.597;-4.3907599 15.3525518 296.20001220703125 4.35;-4.3907852 15.3523425 296.20001220703125 1.7;-4.39079 15.3520995 296.4000244140625 3.9;-4.3908767 15.351355 296.4000244140625 69.324;-4.3908733 15.3510633 298.8000183105469 2.517;-4.3908942 15.3508413 298.8000183105469 3.269;-4.3909328 15.350241 298.8000183105469 3.328;-4.390977 15.3499791 302.70001220703125 5.221;-4.3911206 15.3488398 302.70001220703125 3.093;-4.3913161 15.3481364 299.9000244140625 4.312;-4.3913377 15.3480129 299.70001220703125 4.709";amont;-4,39136;15,3480183
Maconné;Surface ouvert;Rectangulaire;;amont;-4,3903567;15,3416386;"-4.3904099 15.3417145 303.70001220703125 3.894;-4.3904078 15.3416966 303.70001220703125 4.271;-4.390387 15.3417036 303.70001220703125 4.567;-4.3903509 15.341723 303.70001220703125 4.913;-4.390256 15.3417627 303.70001220703125 1.55;-4.3901945 15.3417738 303.70001220703125 1.627;-4.3901382 15.3417856 303.70001220703125 2.037;-4.3900831 15.3418017 303.70001220703125 2.295;-4.3900314 15.3418303 303.9000244140625 2.41;-4.3899895 15.3418722 304.3000183105469 2.622;-4.3899445 15.3418911 304.3000183105469 2.694;-4.389938 15.3418942 303.6000061035156 3.857;-4.389882 15.3419072 303.6000061035156 4.202;-4.3898366 15.3419277 303.6000061035156 4.502;-4.3897812 15.3419543 303.6000061035156 4.907;-4.3896039 15.3420329 304.5 1.65;-4.3895539 15.3420642 304.5 1.919;-4.389501 15.3420993 304.5 1.926;-4.3894509 15.342131 304.5 2.188;-4.3893984 15.3421485 304.5 2.447;-4.3893459 15.3421735 304.5 2.712;-4.3892919 15.3421971 304.5 2.931;-4.3892826 15.3422021 304.5 3.913;-4.3889816 15.3423449 304.5 1.7;-4.388938 15.3423805 304.5 1.844;-4.3888857 15.342409 304.5 2.053;-4.3888329 15.3424303 304.5 2.295;-4.3887768 15.3424471 304.5 2.493;-4.3887315 15.3424769 304.5 2.743;-4.3887258 15.3424823 307.6000061035156 3.945;-4.38868 15.3425175 307.6000061035156 3.895;-4.3886289 15.3425472 307.6000061035156 4.583;-4.3885749 15.3425562 307.6000061035156 4.591;-4.3885116 15.3425861 307.6000061035156 5.398;-4.3884136 15.3426182 307.6000061035156 1.95;-4.3883556 15.3426453 307.6000061035156 2.0;-4.3882975 15.3426608 307.6000061035156 1.939;-4.3882442 15.3426872 307.6000061035156 2.311;-4.388194 15.3427247 307.6000061035156 2.217;-4.3881451 15.3427588 304.4000244140625 2.564;-4.3880992 15.3427826 304.4000244140625 2.601;-4.3880533 15.3428055 304.4000244140625 2.859;-4.3880462 15.342809 304.4000244140625 3.764;-4.3879941 15.3428336 304.4000244140625 3.972;-4.3879484 15.3428627 304.4000244140625 4.363;-4.387899 15.3428846 304.4000244140625 4.661;-4.387793 15.342935 304.4000244140625 1.6;-4.3877579 15.3429798 304.4000244140625 1.6;-4.3877324 15.343028 304.4000244140625 1.55;-4.3877305 15.343072 304.4000244140625 1.65;-4.3877207 15.3431221 304.4000244140625 2.076;-4.3877171 15.3431874 304.4000244140625 2.2;-4.3877022 15.3432429 303.0 2.603;-4.387683 15.3433034 303.0 2.805;-4.3876861 15.3433613 303.0 3.031;-4.3876902 15.3433991 303.0 3.068;-4.3876907 15.3434057 303.0 4.116;-4.3876792 15.343446 303.0 5.035;-4.3876474 15.3435096 303.0 4.641;-4.3876347 15.3435794 303.0 5.049;-4.3876177 15.3436798 303.0 1.8;-4.3876242 15.3437423 303.0 1.75;-4.3876216 15.3437982 303.0 1.817;-4.3876201 15.3438485 303.0 2.083;-4.3876162 15.3438975 302.8000183105469 2.4;-4.3876146 15.3439592 302.8000183105469 2.535;-4.3876039 15.3440118 302.8000183105469 2.573;-4.3875973 15.3440567 302.8000183105469 2.849;-4.3875963 15.3440632 302.8000183105469 3.722;-4.3875965 15.3441125 302.8000183105469 3.014;-4.3875964 15.3441223 302.8000183105469 3.942;-4.3875943 15.344175 302.5 4.551;-4.3875992 15.344218 302.5 4.661;-4.387576 15.3442575 302.5 5.167;-4.3875597 15.3443711 302.5 1.65;-4.3875493 15.3444265 302.5 1.6;-4.3875476 15.3444857 302.5 1.661;-4.3875341 15.3445349 302.5 1.915;-4.3875088 15.3445825 302.5 2.372;-4.3874963 15.3446382 302.5 2.377;-4.3874935 15.3446818 302.5 2.58;-4.3874915 15.3446868 302.20001220703125 3.427;-4.3874942 15.3447347 302.20001220703125 2.851;-4.3874955 15.3447427 302.20001220703125 3.825;-4.3874929 15.3448037 302.3000183105469 4.435";aval;-4,3875522;15,3448255
